age_category,activity,cal,exercise
36,Low,Medium,Resistant
37,High,High,Resistant
66,Low,High,Aerobic
50,High,Low,Yoga
42,Medium,High,Resistant
49,Medium,Low,Aerobic
29,Medium,Low,Resistant
60,Low,High,Aerobic
32,Medium,Medium,Resistant
27,Medium,Low,Resistant
48,High,Low,Yoga
23,Medium,Low,Resistant
43,High,High,Aerobic
48,Low,Low,Aerobic
41,High,Medium,Yoga
69,High,Medium,Yoga
42,Low,Low,Aerobic
52,High,Medium,Yoga
44,High,Low,Yoga
52,Medium,Low,Aerobic
59,Medium,Medium,Aerobic
54,Medium,Low,Yoga
31,Low,Medium,Resistant
70,Low,Medium,Yoga
66,High,High,Yoga
21,High,Low,Resistant
30,Low,High,Resistant
41,Medium,Low,Aerobic
50,High,High,Aerobic
29,Medium,High,Resistant
24,Medium,Low,Resistant
68,High,Low,Yoga
43,Medium,Low,Yoga
38,Low,High,Resistant
66,High,Medium,Yoga
62,Low,Medium,Yoga
52,High,Medium,Yoga
42,Low,High,Resistant
65,High,Low,Yoga
61,Low,Low,Aerobic
56,High,Medium,Yoga
48,High,High,Aerobic
52,Medium,High,Aerobic
49,Low,High,Resistant
40,Medium,Low,Resistant
49,Low,Low,Aerobic
32,High,High,Resistant
61,Medium,Medium,Aerobic
49,Low,High,Resistant
54,Low,High,Aerobic
41,High,High,Aerobic
21,High,Low,Resistant
44,Low,Medium,Resistant
32,Low,Medium,Resistant
68,Medium,High,Aerobic
48,Medium,Low,Yoga
48,Low,Low,Aerobic
46,Medium,Low,Aerobic
40,Medium,Low,Resistant
59,Low,Medium,Aerobic
54,Medium,Low,Yoga
27,Medium,Medium,Resistant
68,High,High,Yoga
53,Low,Medium,Aerobic
45,Medium,Low,Aerobic
48,Medium,Low,Aerobic
55,High,Medium,Yoga
43,Low,Low,Aerobic
24,Low,Medium,Resistant
48,Low,High,Resistant
46,Low,High,Resistant
55,High,High,Yoga
66,Low,High,Aerobic
69,High,Medium,Yoga
39,Medium,Medium,Resistant
53,High,Medium,Yoga
68,Medium,High,Aerobic
41,Low,High,Resistant
62,High,Low,Yoga
43,Medium,Low,Aerobic
57,Medium,Medium,Aerobic
42,Low,High,Resistant
29,Low,High,Resistant
41,High,High,Aerobic
50,High,High,Aerobic
50,High,High,Aerobic
32,Low,Low,Resistant
54,Low,Medium,Aerobic
70,High,Medium,Yoga
66,Medium,Medium,Yoga
29,High,Medium,Resistant
37,High,High,Resistant
48,High,Medium,Yoga
52,Medium,High,Aerobic
21,High,Medium,Resistant
49,High,Medium,Aerobic
46,Low,High,Resistant
35,Low,Medium,Resistant
65,Low,Medium,Aerobic
28,Low,Low,Resistant
33,Low,High,Resistant
42,Medium,Low,Aerobic
60,High,Medium,Yoga
26,High,Medium,Resistant
44,High,Medium,Aerobic
52,High,Low,Yoga
46,High,High,Aerobic
22,Medium,Low,Resistant
59,High,Low,Yoga
56,High,High,Yoga
60,Low,Low,Aerobic
66,Medium,Medium,Aerobic
49,High,Low,Aerobic
57,High,Medium,Yoga
44,Low,High,Resistant
22,Low,Low,Resistant
46,High,Low,Yoga
20,High,Low,Resistant
34,High,Medium,Resistant
40,Low,High,Resistant
45,High,Low,Aerobic
63,High,Medium,Yoga
36,Medium,High,Resistant
41,Low,Low,Aerobic
41,High,Low,Yoga
65,Medium,Medium,Aerobic
69,Low,High,Aerobic
53,High,Low,Yoga
44,Low,Low,Aerobic
34,Medium,High,Resistant
45,Medium,Low,Aerobic
33,Low,Low,Resistant
58,Low,High,Aerobic
27,Medium,Low,Resistant
25,Medium,Low,Resistant
44,Medium,High,Resistant
22,Low,High,Resistant
58,High,High,Yoga
32,Medium,Medium,Resistant
57,High,Low,Yoga
68,Medium,Medium,Yoga
41,Low,Medium,Resistant
46,High,Medium,Yoga
44,High,High,Aerobic
37,Medium,Low,Resistant
58,Low,Low,Aerobic
20,High,Low,Resistant
31,Low,Low,Resistant
52,High,Medium,Yoga
20,Medium,Low,Resistant
64,High,Medium,Yoga
29,Medium,Low,Resistant
20,Medium,Low,Resistant
52,High,Low,Yoga
67,High,High,Yoga
59,Low,High,Aerobic
66,Low,Low,Aerobic
39,Low,High,Resistant
35,Low,Low,Resistant
27,Low,High,Resistant
28,High,Low,Resistant
33,High,High,Resistant
39,Medium,Low,Resistant
59,Low,High,Aerobic
32,High,Medium,Resistant
68,Medium,High,Aerobic
61,Medium,High,Aerobic
48,Medium,Low,Aerobic
42,Medium,Low,Aerobic
62,Low,Medium,Aerobic
55,Low,Low,Aerobic
34,High,High,Resistant
66,High,High,Yoga
30,Low,Medium,Resistant
60,Medium,High,Aerobic
39,High,Low,Resistant
64,Medium,High,Aerobic
24,Medium,Low,Resistant
30,Low,Medium,Resistant
24,Low,Medium,Resistant
59,Medium,Low,Aerobic
61,Low,High,Aerobic
46,Low,Medium,Resistant
65,High,Low,Yoga
47,Medium,High,Resistant
30,Low,Medium,Resistant
44,Medium,High,Resistant
44,High,Medium,Yoga
30,High,Low,Resistant
34,High,High,Resistant
28,Low,Medium,Resistant
48,Low,High,Resistant
60,High,Low,Yoga
27,Medium,Low,Resistant
66,Medium,Low,Aerobic
68,Low,High,Aerobic
49,Low,Medium,Resistant
48,Medium,High,Resistant
62,Medium,Low,Yoga
59,Low,High,Aerobic
43,High,Low,Yoga
54,Medium,Low,Yoga
37,High,Low,Resistant
53,High,Medium,Yoga
35,High,High,Resistant
57,Medium,Medium,Yoga
60,High,Medium,Yoga
42,Medium,Low,Yoga
48,Low,Low,Aerobic
63,Low,Medium,Yoga
26,High,High,Resistant
43,High,High,Aerobic
26,High,Medium,Resistant
42,High,High,Aerobic
65,Low,Medium,Yoga
41,High,Medium,Yoga
64,Low,Medium,Aerobic
60,Medium,Low,Aerobic
42,Low,High,Resistant
45,Low,Medium,Resistant
65,Low,Low,Aerobic
50,High,Low,Aerobic
51,High,Low,Yoga
54,Low,High,Aerobic
52,Low,Medium,Yoga
24,Low,High,Resistant
67,High,High,Yoga
43,Medium,High,Resistant
51,Low,High,Aerobic
48,High,High,Aerobic
52,Low,Low,Aerobic
28,High,Medium,Resistant
59,High,High,Yoga
43,Low,Low,Aerobic
51,Medium,High,Aerobic
47,Medium,Medium,Resistant
49,High,High,Aerobic
35,High,Low,Resistant
54,Low,Medium,Aerobic
62,Medium,Low,Yoga
68,High,High,Yoga
67,High,High,Yoga
57,Medium,High,Aerobic
41,Medium,Low,Aerobic
54,High,High,Yoga
44,Low,Low,Aerobic
32,High,High,Resistant
63,Medium,Medium,Yoga
32,High,High,Resistant
44,Low,Medium,Resistant
32,Medium,Medium,Resistant
46,High,Medium,Yoga
40,Low,High,Resistant
29,Medium,Medium,Resistant
44,Low,Low,Aerobic
60,Low,High,Aerobic
45,Low,Medium,Resistant
49,High,Low,Aerobic
32,Low,High,Resistant
32,Low,Medium,Resistant
49,Medium,Low,Aerobic
49,Low,Medium,Resistant
44,High,High,Aerobic
53,Low,High,Aerobic
40,High,Low,Resistant
41,High,High,Aerobic
36,Low,Low,Resistant
22,Low,Low,Resistant
27,Low,Low,Resistant
59,Medium,Low,Aerobic
42,High,High,Aerobic
66,Medium,Medium,Aerobic
24,Medium,Low,Resistant
67,Low,High,Aerobic
70,High,High,Yoga
31,High,Medium,Resistant
47,High,High,Aerobic
27,High,High,Resistant
45,Low,Low,Aerobic
43,Low,Medium,Resistant
32,Low,Medium,Resistant
42,Medium,High,Resistant
69,Medium,Low,Aerobic
61,Low,High,Aerobic
56,Medium,Low,Yoga
51,High,High,Yoga
49,Low,High,Resistant
63,Medium,High,Aerobic
40,Medium,Medium,Resistant
57,Low,Medium,Yoga
44,Medium,Low,Aerobic
41,Medium,Medium,Resistant
33,High,Low,Resistant
29,Low,Low,Resistant
53,High,Medium,Yoga
44,High,Medium,Aerobic
33,Medium,Medium,Resistant
70,Low,High,Aerobic
65,Low,Medium,Aerobic
36,Medium,Medium,Resistant
26,Low,Medium,Resistant
46,High,Medium,Yoga
48,High,High,Aerobic
66,Medium,Medium,Yoga
47,High,Low,Yoga
43,Medium,Medium,Resistant
61,High,Medium,Yoga
24,Low,Medium,Resistant
31,High,High,Resistant
31,Medium,High,Resistant
39,Low,High,Resistant
64,Low,Low,Aerobic
56,Low,Medium,Yoga
33,Medium,High,Resistant
34,High,High,Resistant
65,Low,High,Aerobic
66,High,Medium,Yoga
28,Low,Low,Resistant
42,Medium,Medium,Resistant
40,High,High,Resistant
50,Low,Low,Aerobic
33,Medium,Low,Resistant
20,Low,Medium,Resistant
50,Low,Medium,Resistant
64,Medium,High,Aerobic
32,Low,High,Resistant
56,High,High,Yoga
29,High,High,Resistant
69,High,High,Yoga
36,Medium,High,Resistant
70,Low,Medium,Yoga
34,Low,High,Resistant
65,High,High,Yoga
20,Medium,Low,Resistant
47,High,Medium,Yoga
70,Low,Low,Aerobic
20,Medium,High,Resistant
21,High,High,Resistant
44,Medium,High,Resistant
63,Medium,Low,Yoga
46,High,High,Aerobic
47,High,Medium,Aerobic
39,Medium,Medium,Resistant
47,Medium,High,Resistant
62,Low,Medium,Yoga
42,High,High,Aerobic
53,Low,High,Aerobic
57,Medium,Medium,Aerobic
65,Low,Medium,Yoga
24,Medium,High,Resistant
49,Medium,Medium,Resistant
66,Medium,Medium,Yoga
62,High,Medium,Yoga
43,Medium,High,Resistant
47,Low,Low,Aerobic
27,High,High,Resistant
64,Low,Low,Aerobic
58,High,High,Yoga
56,High,Medium,Yoga
45,Low,Low,Aerobic
64,Low,Medium,Yoga
70,Low,High,Aerobic
30,Low,Medium,Resistant
31,Medium,Medium,Resistant
35,High,High,Resistant
30,Low,High,Resistant
36,Medium,Low,Resistant
24,Medium,High,Resistant
31,High,High,Resistant
21,Medium,Low,Resistant
43,Medium,Low,Yoga
24,High,Low,Resistant
40,High,High,Resistant
70,High,Medium,Yoga
20,Medium,High,Resistant
24,Medium,Low,Resistant
22,High,High,Resistant
49,Medium,Medium,Resistant
45,High,Low,Yoga
42,Low,High,Resistant
48,Medium,High,Resistant
41,Medium,Medium,Resistant
48,Medium,Medium,Resistant
41,Medium,Medium,Resistant
24,Medium,Medium,Resistant
46,Medium,Medium,Resistant
50,Medium,Low,Yoga
35,Low,High,Resistant
49,Medium,High,Resistant
45,High,High,Aerobic
45,High,High,Aerobic
46,High,Medium,Yoga
69,Medium,Medium,Yoga
34,High,Medium,Resistant
59,Medium,High,Aerobic
44,High,Medium,Yoga
32,Low,Low,Resistant
21,High,Low,Resistant
67,High,High,Yoga
41,Medium,Medium,Resistant
61,Medium,High,Aerobic
43,Low,High,Resistant
37,Low,Low,Resistant
45,Medium,High,Resistant
45,Medium,High,Resistant
26,High,Medium,Resistant
43,High,Low,Yoga
48,High,High,Aerobic
60,Medium,High,Aerobic
51,Low,Medium,Aerobic
32,Medium,Medium,Resistant
57,Medium,Medium,Aerobic
52,High,High,Yoga
32,Low,High,Resistant
23,Medium,Low,Resistant
37,Low,Medium,Resistant
20,Low,Medium,Resistant
61,Medium,High,Aerobic
47,Low,Low,Aerobic
43,Low,High,Resistant
26,High,Low,Resistant
43,High,Medium,Yoga
51,High,Low,Yoga
21,High,Medium,Resistant
55,Medium,Medium,Yoga
20,High,Medium,Resistant
33,Low,Low,Resistant
26,Medium,Low,Resistant
21,Medium,High,Resistant
65,Low,Medium,Yoga
36,Low,Low,Resistant
60,Low,High,Aerobic
62,Low,Low,Aerobic
47,Low,High,Resistant
70,High,High,Yoga
52,Low,Medium,Aerobic
22,Low,Low,Resistant
33,Medium,High,Resistant
32,High,Medium,Resistant
45,Medium,Low,Yoga
41,Medium,High,Resistant
38,Medium,High,Resistant
57,Low,Low,Aerobic
58,Medium,Medium,Yoga
21,High,High,Resistant
66,High,High,Yoga
66,Medium,Medium,Yoga
60,Low,Medium,Yoga
31,Low,Medium,Resistant
26,Medium,Low,Resistant
40,Low,Medium,Resistant
67,High,Medium,Yoga
23,Medium,Low,Resistant
38,High,Low,Resistant
62,Low,Low,Aerobic
50,Low,Medium,Resistant
53,Medium,Low,Yoga
24,Low,Medium,Resistant
47,Low,Medium,Resistant
40,Medium,Low,Resistant
55,High,Low,Yoga
61,Low,High,Aerobic
53,Medium,Low,Yoga
46,Medium,High,Resistant
68,Low,Medium,Aerobic
43,Medium,Medium,Resistant
23,Low,Low,Resistant
28,High,High,Resistant
38,High,Medium,Resistant
58,High,Medium,Yoga
64,High,Medium,Yoga
34,Medium,Medium,Resistant
62,Low,Low,Aerobic
29,Low,Medium,Resistant
65,High,High,Yoga
47,Low,Low,Aerobic
47,Medium,High,Resistant
37,High,High,Resistant
38,Medium,High,Resistant
60,High,Medium,Yoga
36,Low,Low,Resistant
45,Medium,High,Resistant
50,High,Medium,Aerobic
57,Low,High,Aerobic
29,High,Low,Resistant
63,High,Low,Yoga
41,Low,Medium,Resistant
25,High,Medium,Resistant
43,Medium,High,Resistant
46,Medium,Low,Yoga
50,Low,Low,Aerobic
60,Medium,High,Aerobic
30,Medium,Low,Resistant
61,Low,Medium,Aerobic
60,Medium,High,Aerobic
53,Low,Medium,Yoga
21,High,High,Resistant
21,Medium,Medium,Resistant
45,High,Medium,Yoga
36,Medium,Medium,Resistant
38,High,Medium,Resistant
24,Low,Low,Resistant
69,Low,Medium,Aerobic
47,Low,Medium,Resistant
41,High,Medium,Aerobic
60,Low,Low,Aerobic
61,High,High,Yoga
60,Medium,Medium,Aerobic
53,Medium,Medium,Yoga
46,Low,High,Resistant
53,High,Low,Yoga
31,High,High,Resistant
53,High,Low,Yoga
46,Low,High,Resistant
45,High,Medium,Aerobic
58,Medium,Medium,Aerobic
28,High,High,Resistant
44,Medium,Low,Aerobic
32,Low,Low,Resistant
56,Medium,High,Aerobic
41,Medium,Low,Yoga
58,High,Medium,Yoga
33,Medium,High,Resistant
41,Medium,Medium,Resistant
27,Low,High,Resistant
67,High,High,Yoga
50,Low,Medium,Resistant
25,Low,Medium,Resistant
50,Low,Medium,Resistant
46,Medium,Low,Aerobic
50,Medium,Medium,Resistant
47,Medium,Low,Aerobic
31,Low,Medium,Resistant
43,Low,High,Resistant
43,Low,High,Resistant
25,Low,Medium,Resistant
62,High,High,Yoga
67,High,Medium,Yoga
63,Medium,High,Aerobic
23,Medium,High,Resistant
58,High,High,Yoga
39,Medium,Low,Resistant
45,Low,High,Resistant
51,Medium,High,Aerobic
50,Medium,High,Resistant
46,High,High,Aerobic
35,High,Low,Resistant
43,Low,Medium,Resistant
36,Low,Medium,Resistant
45,Low,High,Resistant
26,High,Medium,Resistant
41,High,High,Aerobic
38,Medium,High,Resistant
55,Low,Low,Aerobic
58,High,High,Yoga
60,Low,Medium,Yoga
21,Low,Medium,Resistant
59,High,High,Yoga
70,Medium,High,Aerobic
53,Low,Low,Aerobic
51,High,Low,Yoga
66,Medium,Low,Yoga
34,High,Low,Resistant
31,Low,High,Resistant
54,High,High,Yoga
49,High,Medium,Aerobic
70,High,Low,Yoga
61,High,Medium,Yoga
66,Medium,Low,Yoga
49,Low,High,Resistant
49,Medium,High,Resistant
56,High,Medium,Yoga
43,Low,Low,Aerobic
43,Low,Medium,Resistant
36,Medium,High,Resistant
57,Low,High,Aerobic
22,Medium,High,Resistant
48,Low,High,Resistant
48,Low,Medium,Resistant
57,High,High,Yoga
57,High,Medium,Yoga
36,Medium,Medium,Resistant
55,Medium,Medium,Yoga
30,Low,Low,Resistant
26,Medium,High,Resistant
66,Medium,Low,Aerobic
46,Low,High,Resistant
69,Medium,Low,Yoga
44,Medium,Medium,Resistant
48,High,Medium,Yoga
27,High,Low,Resistant
57,High,High,Yoga
53,Medium,Low,Yoga
23,Medium,Low,Resistant
36,Medium,High,Resistant
33,Medium,High,Resistant
48,Medium,Low,Aerobic
50,Medium,Low,Aerobic
42,Medium,Low,Yoga
34,Low,High,Resistant
29,High,Low,Resistant
42,Medium,Low,Aerobic
28,Medium,High,Resistant
55,Low,Medium,Aerobic
26,Low,High,Resistant
28,High,Medium,Resistant
58,High,High,Yoga
32,Medium,High,Resistant
21,Low,High,Resistant
70,Low,Low,Aerobic
46,High,High,Aerobic
55,Medium,Medium,Aerobic
51,Medium,High,Aerobic
45,Low,High,Resistant
34,Medium,High,Resistant
55,High,Medium,Yoga
46,Low,High,Resistant
36,Low,High,Resistant
35,High,Low,Resistant
34,Medium,Medium,Resistant
46,High,High,Aerobic
49,High,High,Aerobic
47,Low,Low,Aerobic
33,Low,Low,Resistant
29,Low,High,Resistant
47,High,High,Aerobic
56,Medium,Low,Aerobic
55,High,Medium,Yoga
68,Low,Low,Aerobic
20,Medium,Medium,Resistant
64,Medium,Medium,Aerobic
61,Medium,Low,Aerobic
26,High,High,Resistant
38,High,High,Resistant
48,Medium,Low,Yoga
52,High,High,Yoga
44,High,High,Aerobic
64,Low,Low,Aerobic
46,Low,Low,Aerobic
52,Low,High,Aerobic
60,Low,Low,Aerobic
45,Low,Medium,Resistant
48,Medium,Medium,Resistant
50,Medium,Low,Aerobic
38,Low,Medium,Resistant
49,Low,Medium,Resistant
30,Low,High,Resistant
26,Medium,Medium,Resistant
30,Medium,High,Resistant
66,Medium,Medium,Aerobic
46,Medium,Medium,Resistant
59,High,Low,Yoga
56,Medium,Low,Aerobic
59,High,Low,Yoga
50,Medium,High,Resistant
70,High,Low,Yoga
30,Low,High,Resistant
25,High,High,Resistant
54,Medium,Medium,Aerobic
50,Medium,Medium,Resistant
53,Medium,High,Aerobic
50,Medium,High,Resistant
42,Medium,High,Resistant
20,High,Medium,Resistant
29,Medium,Medium,Resistant
32,High,Medium,Resistant
33,High,Low,Resistant
28,Low,High,Resistant
39,Medium,Medium,Resistant
56,Medium,High,Aerobic
23,High,Medium,Resistant
24,Low,Medium,Resistant
59,Medium,High,Aerobic
34,Low,Medium,Resistant
50,High,High,Aerobic
50,Medium,Medium,Resistant
40,High,High,Resistant
48,Medium,Low,Yoga
42,High,High,Aerobic
51,Low,Low,Aerobic
50,High,Medium,Aerobic
56,Medium,Low,Yoga
55,Medium,Medium,Yoga
55,High,Low,Yoga
47,High,Medium,Yoga
43,Medium,Low,Aerobic
21,Medium,Low,Resistant
49,High,Medium,Yoga
33,High,Low,Resistant
34,Medium,High,Resistant
45,Medium,High,Resistant
69,Medium,Low,Yoga
50,High,Low,Aerobic
62,Medium,Low,Yoga
33,Low,High,Resistant
50,High,Low,Yoga
65,Low,High,Aerobic
38,Medium,Low,Resistant
67,Low,Low,Aerobic
47,High,High,Aerobic
63,High,Medium,Yoga
48,Low,High,Resistant
44,High,High,Aerobic
53,Low,Low,Aerobic
52,High,Low,Yoga
21,Medium,Low,Resistant
23,Low,High,Resistant
30,High,Low,Resistant
33,Low,Low,Resistant
50,Low,Medium,Resistant
24,Medium,Low,Resistant
60,Medium,Medium,Aerobic
37,Low,High,Resistant
38,High,High,Resistant
59,High,High,Yoga
35,High,Low,Resistant
47,Medium,Medium,Resistant
57,Low,Low,Aerobic
37,Medium,Low,Resistant
61,Low,High,Aerobic
46,Medium,Low,Aerobic
38,Medium,Low,Resistant
31,Medium,Low,Resistant
63,Low,High,Aerobic
45,Medium,Medium,Resistant
63,Medium,Medium,Aerobic
69,Medium,Low,Yoga
40,High,High,Resistant
68,Medium,Low,Yoga
29,Low,High,Resistant
52,Low,Medium,Aerobic
64,Low,Medium,Aerobic
31,Medium,Low,Resistant
23,Medium,Low,Resistant
44,Low,Medium,Resistant
33,Low,High,Resistant
65,Medium,High,Aerobic
49,High,Low,Yoga
34,Low,Medium,Resistant
62,High,Low,Yoga
45,Low,High,Resistant
66,Low,Low,Aerobic
42,Low,High,Resistant
34,Medium,Low,Resistant
27,Low,Medium,Resistant
20,High,High,Resistant
47,Low,Low,Aerobic
70,High,High,Yoga
43,Medium,Medium,Resistant
44,Medium,High,Resistant
49,High,Medium,Yoga
40,High,High,Resistant
36,Low,Medium,Resistant
45,Medium,Low,Aerobic
68,High,High,Yoga
55,Medium,Medium,Aerobic
21,Low,High,Resistant
39,High,High,Resistant
46,Medium,Low,Yoga
30,Low,Low,Resistant
41,Medium,Medium,Resistant
36,Low,Low,Resistant
49,Low,Low,Aerobic
30,High,High,Resistant
41,Medium,Low,Yoga
54,Medium,Low,Aerobic
56,Low,Medium,Aerobic
43,Low,Medium,Resistant
40,Low,High,Resistant
24,High,Low,Resistant
60,High,Low,Yoga
31,Medium,High,Resistant
44,High,Low,Yoga
45,Medium,Low,Yoga
25,High,Low,Resistant
44,High,High,Aerobic
62,Low,Medium,Aerobic
43,High,Low,Aerobic
27,Low,Low,Resistant
69,Low,Medium,Aerobic
47,Medium,Low,Yoga
44,Low,Low,Aerobic
42,Low,Medium,Resistant
47,Low,Low,Aerobic
40,Low,High,Resistant
45,High,Low,Yoga
52,High,Medium,Yoga
47,High,Low,Aerobic
58,Low,High,Aerobic
45,Low,Medium,Resistant
47,Medium,High,Resistant
41,Low,Low,Aerobic
55,Medium,High,Aerobic
43,Medium,Low,Aerobic
48,High,High,Aerobic
27,Medium,Medium,Resistant
45,Low,High,Resistant
44,High,Low,Aerobic
41,Medium,Medium,Resistant
45,Medium,Low,Yoga
44,Low,High,Resistant
42,Low,Low,Aerobic
46,High,High,Aerobic
45,High,Low,Aerobic
22,High,High,Resistant
51,High,Low,Yoga
50,High,Low,Aerobic
46,Medium,Medium,Resistant
21,Low,Low,Resistant
62,High,High,Yoga
32,Low,High,Resistant
29,High,Medium,Resistant
44,Medium,High,Resistant
42,High,Medium,Aerobic
51,Medium,Low,Aerobic
24,High,Medium,Resistant
60,Low,High,Aerobic
64,Medium,Medium,Yoga
68,High,Low,Yoga
44,High,Medium,Yoga
47,Medium,Low,Aerobic
51,Medium,High,Aerobic
65,Medium,Medium,Aerobic
37,High,Medium,Resistant
46,Medium,High,Resistant
31,Medium,High,Resistant
41,High,Low,Yoga
40,Medium,Low,Resistant
70,Low,High,Aerobic
45,Medium,High,Resistant
24,High,Medium,Resistant
65,Medium,High,Aerobic
28,Low,Low,Resistant
30,High,Low,Resistant
29,Medium,Medium,Resistant
41,High,Low,Yoga
29,Medium,Low,Resistant
40,High,High,Resistant
27,High,Low,Resistant
61,Low,Medium,Yoga
47,Low,Low,Aerobic
25,High,Low,Resistant
23,Low,Low,Resistant
46,High,Medium,Aerobic
69,Medium,Low,Aerobic
31,Low,High,Resistant
22,Medium,Low,Resistant
56,High,High,Yoga
28,Medium,High,Resistant
47,High,Low,Aerobic
40,High,High,Resistant
44,Low,Medium,Resistant
56,Medium,Low,Aerobic
65,Medium,Medium,Aerobic
47,Medium,Low,Aerobic
62,Medium,Low,Yoga
47,Medium,High,Resistant
36,High,Low,Resistant
53,Medium,High,Aerobic
28,Medium,Low,Resistant
43,High,High,Aerobic
26,Medium,Low,Resistant
51,Medium,Low,Aerobic
70,Low,High,Aerobic
42,High,High,Aerobic
66,Low,Medium,Aerobic
66,Medium,High,Aerobic
61,Medium,Low,Yoga
21,High,Low,Resistant
70,Medium,Medium,Yoga
67,Medium,Low,Yoga
34,High,Medium,Resistant
35,Low,Low,Resistant
47,High,High,Aerobic
37,Low,High,Resistant
43,Medium,Low,Aerobic
46,High,Low,Yoga
50,High,High,Aerobic
61,High,Medium,Yoga
46,Low,High,Resistant
30,Medium,Medium,Resistant
33,Medium,High,Resistant
46,High,Medium,Aerobic
28,High,High,Resistant
24,Medium,High,Resistant
40,Medium,High,Resistant
30,High,Medium,Resistant
49,Medium,Low,Yoga
65,Low,High,Aerobic
46,Low,Low,Aerobic
42,Medium,Low,Aerobic
63,Medium,High,Aerobic
54,Low,High,Aerobic
59,High,High,Yoga
47,Low,Medium,Resistant
50,Low,Medium,Resistant
47,Low,Low,Aerobic
25,High,Low,Resistant
31,Low,Medium,Resistant
28,High,Medium,Resistant
45,High,Medium,Aerobic
50,Medium,Medium,Resistant
55,Low,Low,Aerobic
63,Low,High,Aerobic
38,High,Low,Resistant
60,Low,Medium,Yoga
48,High,Medium,Yoga
61,Low,Medium,Aerobic
45,High,Medium,Aerobic
45,Low,Low,Aerobic
38,Medium,Medium,Resistant
58,High,Low,Yoga
